Nombre,Referencia,Nro,Importe amount_untaxed,Importe amount_total_signed,Importe amount_untaxed_signeds,Importe amount_total_signed,Importe amount_total_in_currency_signed,Proveedor,Fecha,Divisa,Estado,Tipo
FA-sinNroYCAT6HbNh4XWgfSFu,YCAT6HbNh4XWgfSFu,FA-sinNroYCAT6HbNh4XWgfSFu,1712.73,-1712.73,-1712.73,-1712.73,-1712.73,1179,2020-11-30,ARS,Pagada,Factura de proveedor
FA-0081189,YDYdEt47vSjee2zgQYRQ,FA-0081189,19480.0,-19480.0,-19480.0,-19480.0,-19480.0,870,2023-03-03,ARS,Pagada,Factura de proveedor
FA-sinNroYEgYyHq67ScGw9Z2L,YEgYyHq67ScGw9Z2L,FA-sinNroYEgYyHq67ScGw9Z2L,3549.99,-3549.99,-3549.99,-3549.99,-3549.99,1194,2021-04-08,ARS,Pagada,Factura de proveedor
FA-sinNroYFCO31OHP7b05CW7XbkD,YFCO31OHP7b05CW7XbkD,FA-sinNroYFCO31OHP7b05CW7XbkD,5296.96,-5296.96,-5296.96,-5296.96,-5296.96,1183,2023-01-21,ARS,Pagada,Factura de proveedor
FA-38221600,YG3TDh5DwLl88HbAFnyX,FA-38221600,6639.69,-6639.69,-6639.69,-6639.69,-6639.69,1183,2023-08-22,ARS,Pagada,Factura de proveedor
FA-016223,YGSPtlUDjvCVryeQFd07,FA-016223,173700.0,-173700.0,-173700.0,-173700.0,-173700.0,711,2024-07-18,ARS,Pagada,Factura de proveedor
FA-011236,YKfSP0uArjUFdwTa598o,FA-011236,13563.52,-13563.52,-13563.52,-13563.52,-13563.52,642,2022-08-18,ARS,Pagada,Factura de proveedor
FA-sinNroYLTuFXcGNoRx75mPy,YLTuFXcGNoRx75mPy,FA-sinNroYLTuFXcGNoRx75mPy,9000.0,-9000.0,-9000.0,-9000.0,-9000.0,1135,2021-12-13,ARS,Pagada,Factura de proveedor
FA-sinNroYMGRBwNFbA6W826sE,YMGRBwNFbA6W826sE,FA-sinNroYMGRBwNFbA6W826sE,6655.01,-6655.01,-6655.01,-6655.01,-6655.01,1179,2020-06-30,ARS,Pagada,Factura de proveedor
FA-011658,YPIjKYWZAQ5IqU5TRJ2h,FA-011658,10356.74,-10356.74,-10356.74,-10356.74,-10356.74,642,2023-04-15,ARS,Pagada,Factura de proveedor
FA-sinNroYPz6F2n4z6XayK5QE,YPz6F2n4z6XayK5QE,FA-sinNroYPz6F2n4z6XayK5QE,2863.27,-2863.27,-2863.27,-2863.27,-2863.27,1194,2019-12-07,ARS,Pagada,Factura de proveedor
FA-01915635,YR1oh6xJtKJfsLGKexFY,FA-01915635,13001.4,-13001.4,-13001.4,-13001.4,-13001.4,717,2022-11-19,ARS,Pagada,Factura de proveedor
FA-00524292,YRQPnZgRb8jGTD97qY07,FA-00524292,3920.4,-3920.4,-3920.4,-3920.4,-3920.4,1008,2023-10-12,ARS,Pagada,Factura de proveedor
FA-0222069,YRzgoEPOuA6yJcAnwuSF,FA-0222069,162387.52,-162387.52,-162387.52,-162387.52,-162387.52,754,2024-02-29,ARS,Pagada,Factura de proveedor
FA-sinNroYS94dGLWjukxhX5FF,YS94dGLWjukxhX5FF,FA-sinNroYS94dGLWjukxhX5FF,4634.83,-4634.83,-4634.83,-4634.83,-4634.83,665,2021-05-09,ARS,Pagada,Factura de proveedor
FA-0052085,YViQsoDYkexVLLzdC3Xw,FA-0052085,195650.0,-195650.0,-195650.0,-195650.0,-195650.0,983,2024-07-02,ARS,Pagada,Factura de proveedor
FA-0051431,YVm8vCwxyYv7fhoTtCWz,FA-0051431,79720.0,-79720.0,-79720.0,-79720.0,-79720.0,983,2023-10-05,ARS,Pagada,Factura de proveedor
FA-003261,YVpcWD0XbTJagcMA5NWe,FA-003261,10026.5,-10026.5,-10026.5,-10026.5,-10026.5,1185,2023-04-27,ARS,Pagada,Factura de proveedor
FA-298689,YWCLgsCymIi0cXNjdWvV,FA-298689,5498.0,-5498.0,-5498.0,-5498.0,-5498.0,1029,2022-12-28,ARS,Pagada,Factura de proveedor
FA-00114725,YX5f90vqrtPlUNTR7kfX,FA-00114725,28139.76,-28139.76,-28139.76,-28139.76,-28139.76,953,2023-11-07,ARS,Pagada,Factura de proveedor
FA-sinNroYXQdaEJZ7HTPqPYt8,YXQdaEJZ7HTPqPYt8,FA-sinNroYXQdaEJZ7HTPqPYt8,3334.54,-3334.54,-3334.54,-3334.54,-3334.54,1194,2020-01-22,ARS,Pagada,Factura de proveedor
FA-01819435,YYdS9lScD64gZrRVxb59,FA-01819435,50002.95,-50002.95,-50002.95,-50002.95,-50002.95,717,2024-01-11,ARS,Pagada,Factura de proveedor
FA-00112006,YYo1Z8mLHJhstThXs4R9,FA-00112006,5800.0,-5800.0,-5800.0,-5800.0,-5800.0,716,2023-02-03,ARS,Pagada,Factura de proveedor
FA-00154982,YYuh5SOaMheFDZtDI80y,FA-00154982,847000.0,-847000.0,-847000.0,-847000.0,-847000.0,866,2023-07-12,ARS,Pagada,Factura de proveedor
FA-005732,YbabPcW8JvUmq3gFgtf5,FA-005732,57860.0,-57860.0,-57860.0,-57860.0,-57860.0,983,2023-01-05,ARS,Pagada,Factura de proveedor
FA-sinNroYcN89354H7QxyaTyv,YcN89354H7QxyaTyv,FA-sinNroYcN89354H7QxyaTyv,6522.23,-6522.23,-6522.23,-6522.23,-6522.23,936,2021-08-07,ARS,Pagada,Factura de proveedor
FA-sinNroYckAAMGqxk7JrMPF7,YckAAMGqxk7JrMPF7,FA-sinNroYckAAMGqxk7JrMPF7,29711.67,-29711.67,-29711.67,-29711.67,-29711.67,1008,2021-11-16,ARS,Pagada,Factura de proveedor
FA-sinNroYdiJqop7RE322kL9e,YdiJqop7RE322kL9e,FA-sinNroYdiJqop7RE322kL9e,2691.94,-2691.94,-2691.94,-2691.94,-2691.94,1194,2020-01-05,ARS,Pagada,Factura de proveedor
FA-008119008,YeGKCtJkX2bcZbGnhFcD,FA-008119008,119696.0,-119696.0,-119696.0,-119696.0,-119696.0,1194,2022-05-20,ARS,Pagada,Factura de proveedor
FA-01815543,YelzOcWh25WG3m7KvlKM,FA-01815543,97050.0,-97050.0,-97050.0,-97050.0,-97050.0,717,2023-09-12,ARS,Pagada,Factura de proveedor
FA-sinNroYhgbBf9cqabvPnheN,YhgbBf9cqabvPnheN,FA-sinNroYhgbBf9cqabvPnheN,4100.03,-4100.03,-4100.03,-4100.03,-4100.03,1194,2021-07-01,ARS,Pagada,Factura de proveedor
FA-0051158,Yj2Kqfo1Ue2XbRAfPNAq,FA-0051158,49200.0,-49200.0,-49200.0,-49200.0,-49200.0,983,2023-07-02,ARS,Pagada,Factura de proveedor
FA-01111195,YjLw7AkEUptanVsFkk9P,FA-01111195,269653.98,-269653.98,-269653.98,-269653.98,-269653.98,712,2024-07-23,ARS,Pagada,Factura de proveedor
FA-sinNroYk2dnCEbbXKFov5Fy,Yk2dnCEbbXKFov5Fy,FA-sinNroYk2dnCEbbXKFov5Fy,29645.0,-29645.0,-29645.0,-29645.0,-29645.0,1194,2020-02-04,ARS,Pagada,Factura de proveedor
FA-sinNroYk95467i9c8FqeCLy,Yk95467i9c8FqeCLy,FA-sinNroYk95467i9c8FqeCLy,18700.0,-18700.0,-18700.0,-18700.0,-18700.0,756,2020-06-30,ARS,Pagada,Factura de proveedor
FA-0033668,YkXtt9MJ8WUm6XZTnEaw,FA-0033668,362410.0,-362410.0,-362410.0,-362410.0,-362410.0,679,2024-07-04,ARS,Pagada,Factura de proveedor
FA-sinNroYkc01LnTWVMai0DGS32C,Ykc01LnTWVMai0DGS32C,FA-sinNroYkc01LnTWVMai0DGS32C,66077.45,-66077.45,-66077.45,-66077.45,-66077.45,648,2023-12-09,ARS,Pagada,Factura de proveedor
FA-sinNroYkgbxDwx3HynJ8put,YkgbxDwx3HynJ8put,FA-sinNroYkgbxDwx3HynJ8put,21500.0,-21500.0,-21500.0,-21500.0,-21500.0,717,2021-03-11,ARS,Pagada,Factura de proveedor
FA-02010556,Ym1RT6DbhiEK08LZedce,FA-02010556,1460.0,-1460.0,-1460.0,-1460.0,-1460.0,717,2023-10-21,ARS,Pagada,Factura de proveedor
FA-532927746,YmDBu0hMqSF9SZlxgbGB,FA-532927746,17235.02,-17235.02,-17235.02,-17235.02,-17235.02,936,2022-04-07,ARS,Pagada,Factura de proveedor
FA-sinNroYmgtNeaHfMBJckDSE,YmgtNeaHfMBJckDSE,FA-sinNroYmgtNeaHfMBJckDSE,33880.0,-33880.0,-33880.0,-33880.0,-33880.0,1115,2022-01-04,ARS,Pagada,Factura de proveedor
FA-sinNroYmqegsS5YQa2udxEm,YmqegsS5YQa2udxEm,FA-sinNroYmqegsS5YQa2udxEm,13612.5,-13612.5,-13612.5,-13612.5,-13612.5,1194,2019-10-15,ARS,Pagada,Factura de proveedor
FA-sinNroYn1RJN7timL4rmUrqi6X,Yn1RJN7timL4rmUrqi6X,FA-sinNroYn1RJN7timL4rmUrqi6X,86401.64,-86401.64,-86401.64,-86401.64,-86401.64,936,2024-04-09,ARS,Pagada,Factura de proveedor
FA-sinNroYn5Pa8Pe73YwuYJaZ,Yn5Pa8Pe73YwuYJaZ,FA-sinNroYn5Pa8Pe73YwuYJaZ,39283.72,-39283.72,-39283.72,-39283.72,-39283.72,1194,2019-10-11,ARS,Pagada,Factura de proveedor
FA-sinNroYnDo1ho1bIU1CjSqeNo5,YnDo1ho1bIU1CjSqeNo5,FA-sinNroYnDo1ho1bIU1CjSqeNo5,3739.8,-3739.8,-3739.8,-3739.8,-3739.8,1183,2023-10-20,ARS,Pagada,Factura de proveedor
FA-sin factura presupuesto 0000Yo58laMr4ZrMZIMybRbc,Yo58laMr4ZrMZIMybRbc,FA-sin factura presupuesto 0000Yo58laMr4ZrMZIMybRbc,452000.0,-452000.0,-452000.0,-452000.0,-452000.0,1042,2023-12-05,ARS,Pagada,Factura de proveedor
FA-0022853,YoQdboJRrSCGeq0zK8FM,FA-0022853,655471.52,-655471.52,-655471.52,-655471.52,-655471.52,899,2023-12-15,ARS,Pagada,Factura de proveedor
FA-000051907,YtD1J2FriCsT2s5cnNiI,FA-000051907,1249860.14,-1249860.14,-1249860.14,-1249860.14,-1249860.14,1097,2023-09-25,ARS,Pagada,Factura de proveedor
FA-sinNroYuKzx6Cv3SsQZLLTL,YuKzx6Cv3SsQZLLTL,FA-sinNroYuKzx6Cv3SsQZLLTL,967.6,-967.6,-967.6,-967.6,-967.6,665,2021-03-16,ARS,Pagada,Factura de proveedor
FA-sinNroYw6iZCa386cnGftEX,Yw6iZCa386cnGftEX,FA-sinNroYw6iZCa386cnGftEX,2870.0,-2870.0,-2870.0,-2870.0,-2870.0,717,2021-09-24,ARS,Pagada,Factura de proveedor
FA-01223820,YwKLenZ1t9E71cEKzm2O,FA-01223820,995960.0,-995960.0,-995960.0,-995960.0,-995960.0,717,2024-04-19,ARS,Pagada,Factura de proveedor
FA-005479,YyDRwIIsXZhD6lfTkxSt,FA-005479,121000.0,-121000.0,-121000.0,-121000.0,-121000.0,1176,2022-12-28,ARS,Pagada,Factura de proveedor
FA-sinNroYyEWRKXdxzoLY7PmE,YyEWRKXdxzoLY7PmE,FA-sinNroYyEWRKXdxzoLY7PmE,3485.0,-3485.0,-3485.0,-3485.0,-3485.0,1194,2020-10-22,ARS,Pagada,Factura de proveedor
FA-1377743,YyOTmC4wnP8vtvnOJzAn,FA-1377743,395112.38,-395112.38,-395112.38,-395112.38,-395112.38,944,2024-06-14,ARS,Pagada,Factura de proveedor
FA-059238,Z20syfnd674TPdJBDvr2,FA-059238,7050.0,-7050.0,-7050.0,-7050.0,-7050.0,781,2023-03-01,ARS,Pagada,Factura de proveedor
FA-sinNroZ3Y5VC04hyiMCrj17NiZ,Z3Y5VC04hyiMCrj17NiZ,FA-sinNroZ3Y5VC04hyiMCrj17NiZ,24910.19,-24910.19,-24910.19,-24910.19,-24910.19,936,2022-10-14,ARS,Pagada,Factura de proveedor
FA-03212666,Z7RLyfFNdTClYaLb9aJp,FA-03212666,208106.03,-208106.03,-208106.03,-208106.03,-208106.03,1159,2023-03-28,ARS,Pagada,Factura de proveedor
FA-sinNroZ7yXf6c4sMvMxcBHM3NR,Z7yXf6c4sMvMxcBHM3NR,FA-sinNroZ7yXf6c4sMvMxcBHM3NR,19260.0,-19260.0,-19260.0,-19260.0,-19260.0,716,2024-01-08,ARS,Pagada,Factura de proveedor
FA-sinNroZ8XQWeC4bDHupKtpo,Z8XQWeC4bDHupKtpo,FA-sinNroZ8XQWeC4bDHupKtpo,154275.0,-154275.0,-154275.0,-154275.0,-154275.0,983,2020-10-29,ARS,Pagada,Factura de proveedor
FA-02139752,Z9PzsO2aPqOOmp2sRLTW,FA-02139752,9400.5,-9400.5,-9400.5,-9400.5,-9400.5,717,2023-01-25,ARS,Pagada,Factura de proveedor
FA-sinNroZ9cfqcnxdExZe6ofn,Z9cfqcnxdExZe6ofn,FA-sinNroZ9cfqcnxdExZe6ofn,1050.0,-1050.0,-1050.0,-1050.0,-1050.0,738,2021-01-20,ARS,Pagada,Factura de proveedor
FA-0178787,ZB0H6A1ta61CdGOWcpsA,FA-0178787,30302.06,-30302.06,-30302.06,-30302.06,-30302.06,861,2022-08-31,ARS,Pagada,Factura de proveedor
FA-0023690,ZCd78JNULWaZEFPo8Kce,FA-0023690,714698.6,-714698.6,-714698.6,-714698.6,-714698.6,651,2023-07-01,ARS,Pagada,Factura de proveedor
FA-sinNroZECEP3aasPo8rnoYy,ZECEP3aasPo8rnoYy,FA-sinNroZECEP3aasPo8rnoYy,54860.0,-54860.0,-54860.0,-54860.0,-54860.0,1014,2021-07-20,ARS,Pagada,Factura de proveedor
FA-002323257,ZEzC4KaScFq6vifnyOcO,FA-002323257,42482.48,-42482.48,-42482.48,-42482.48,-42482.48,648,2024-08-31,ARS,Pagada,Factura de proveedor
FA-sinNroZFwZFNgN5MMwwwCPq,ZFwZFNgN5MMwwwCPq,FA-sinNroZFwZFNgN5MMwwwCPq,56628.0,-56628.0,-56628.0,-56628.0,-56628.0,1194,2020-10-06,ARS,Pagada,Factura de proveedor
FA-sinNroZHGTA4CeDXuqqvwXv,ZHGTA4CeDXuqqvwXv,FA-sinNroZHGTA4CeDXuqqvwXv,1341.7,-1341.7,-1341.7,-1341.7,-1341.7,1179,2021-02-26,ARS,Pagada,Factura de proveedor
FA-0026580,ZHpGg5Bg7FjSG9aKMgd6,FA-0026580,2600.0,-2600.0,-2600.0,-2600.0,-2600.0,657,2023-05-11,ARS,Pagada,Factura de proveedor
FA-0095456,ZIi2X3z9Jqb5phWHiyGV,FA-0095456,42250.0,-42250.0,-42250.0,-42250.0,-42250.0,701,2023-12-01,ARS,Pagada,Factura de proveedor
FA-02535087,ZIuk9PAEjVhRFdaF0eyS,FA-02535087,53240.0,-53240.0,-53240.0,-53240.0,-53240.0,743,2023-12-22,ARS,Pagada,Factura de proveedor
FA-00213451,ZJZjjyuOooEZeHzZvJfy,FA-00213451,14742.6,-14742.6,-14742.6,-14742.6,-14742.6,648,2023-04-15,ARS,Pagada,Factura de proveedor
FA-sinNroZKECGny7vcibZQBKL,ZKECGny7vcibZQBKL,FA-sinNroZKECGny7vcibZQBKL,5102.0,-5102.0,-5102.0,-5102.0,-5102.0,665,2021-10-16,ARS,Pagada,Factura de proveedor
FA-sinNroZKui2ShevMyW4GiMm,ZKui2ShevMyW4GiMm,FA-sinNroZKui2ShevMyW4GiMm,6897.0,-6897.0,-6897.0,-6897.0,-6897.0,1194,2019-01-19,ARS,Pagada,Factura de proveedor
FA-049650,ZMvidXKy3TaGrnIsTCuH,FA-049650,33000000.0,-33000000.0,-33000000.0,-33000000.0,-33000000.0,930,2024-05-28,ARS,Pagada,Factura de proveedor
FA-sinNroZQEK1yYLj1KN0UZtgI9n,ZQEK1yYLj1KN0UZtgI9n,FA-sinNroZQEK1yYLj1KN0UZtgI9n,4480.0,-4480.0,-4480.0,-4480.0,-4480.0,1194,2024-01-02,ARS,Pagada,Factura de proveedor
FA-sinNroZQGiA4hhYwuWZqkbG,ZQGiA4hhYwuWZqkbG,FA-sinNroZQGiA4hhYwuWZqkbG,33880.0,-33880.0,-33880.0,-33880.0,-33880.0,1194,2021-01-12,ARS,Pagada,Factura de proveedor
FA-01813846,ZQZ4D2IKRCSSWzqgvVrW,FA-01813846,152500.0,-152500.0,-152500.0,-152500.0,-152500.0,861,2024-09-23,ARS,Pagada,Factura de proveedor
FA-sinNroZR4kNWY46BTQdT6Af,ZR4kNWY46BTQdT6Af,FA-sinNroZR4kNWY46BTQdT6Af,9474.3,-9474.3,-9474.3,-9474.3,-9474.3,1194,2019-05-04,ARS,Pagada,Factura de proveedor
FA-01722031,ZR5r9kFKbkEIzri0Bpu6,FA-01722031,1800.0,-1800.0,-1800.0,-1800.0,-1800.0,861,2024-05-17,ARS,Pagada,Factura de proveedor
FA-sinNroZSLWncjJdtg7xK3ZA,ZSLWncjJdtg7xK3ZA,FA-sinNroZSLWncjJdtg7xK3ZA,15512.39,-15512.39,-15512.39,-15512.39,-15512.39,1194,2020-09-30,ARS,Pagada,Factura de proveedor
FA-sin factura presupuesto 00008189ZUftDJidZMeqfdpcPBaB,ZUftDJidZMeqfdpcPBaB,FA-sin factura presupuesto 00008189ZUftDJidZMeqfdpcPBaB,5000000.0,-5000000.0,-5000000.0,-5000000.0,-5000000.0,1039,2023-07-10,ARS,Pagada,Factura de proveedor
FA-005329,ZVG5LwncOMvHPXtqJ6Fz,FA-005329,109621.16,-109621.16,-109621.16,-109621.16,-109621.16,1008,2022-08-06,ARS,Pagada,Factura de proveedor
FA-0122362,ZVIPuOm4FXBE6LboAXef,FA-0122362,50124.7,-50124.7,-50124.7,-50124.7,-50124.7,764,2022-04-12,ARS,Pagada,Factura de proveedor
FA-0281611,ZWTkH4BP9KM7fpJ7DMzk,FA-0281611,43899.78,-43899.78,-43899.78,-43899.78,-43899.78,1094,2024-03-27,ARS,Pagada,Factura de proveedor
FA-sinNroZXRtn8h6EGFQ4wNTH,ZXRtn8h6EGFQ4wNTH,FA-sinNroZXRtn8h6EGFQ4wNTH,41680.0,-41680.0,-41680.0,-41680.0,-41680.0,717,2021-07-23,ARS,Pagada,Factura de proveedor
FA-132641000,ZXbPmvYkDT2XcAQNkFgC,FA-132641000,227458.0,-227458.0,-227458.0,-227458.0,-227458.0,748,2023-12-08,ARS,Pagada,Factura de proveedor
FA-0042610,ZYJfZmDb51s8KRDRUsyU,FA-0042610,20570.0,-20570.0,-20570.0,-20570.0,-20570.0,1013,2023-10-18,ARS,Pagada,Factura de proveedor
FA-016349,ZYPoTBcpHpDDE6rgLAEj,FA-016349,177299.99,-177299.99,-177299.99,-177299.99,-177299.99,949,2023-04-17,ARS,Pagada,Factura de proveedor
FA-0375599,ZYmUfJlaAIuYxeIzrS80,FA-0375599,727829.43,-727829.43,-727829.43,-727829.43,-727829.43,1159,2024-01-31,ARS,Pagada,Factura de proveedor
FA-sinNroZc7hbFM9sSbyEC8z4,Zc7hbFM9sSbyEC8z4,FA-sinNroZc7hbFM9sSbyEC8z4,6829.99,-6829.99,-6829.99,-6829.99,-6829.99,1024,2021-05-28,ARS,Pagada,Factura de proveedor
FA-02110754,ZcwsubOShbx9RiSE67oj,FA-02110754,3030.0,-3030.0,-3030.0,-3030.0,-3030.0,717,2023-07-05,ARS,Pagada,Factura de proveedor
FA-01223799,ZdnxBVugh9YYirDJpsPk,FA-01223799,995960.0,-995960.0,-995960.0,-995960.0,-995960.0,1194,2024-04-12,ARS,Pagada,Factura de proveedor
FA-0096169,ZeXOAK1QAhvcnPyzTKtQ,FA-0096169,48400.0,-48400.0,-48400.0,-48400.0,-48400.0,701,2024-04-19,ARS,Pagada,Factura de proveedor
FA-0209492,ZeXfqA3MbpgxRWYinbzd,FA-0209492,3030.0,-3030.0,-3030.0,-3030.0,-3030.0,717,2023-07-25,ARS,Pagada,Factura de proveedor
FA-sinNroZexMKKHtbZR688G7P,ZexMKKHtbZR688G7P,FA-sinNroZexMKKHtbZR688G7P,20000.0,-20000.0,-20000.0,-20000.0,-20000.0,967,2021-11-02,ARS,Pagada,Factura de proveedor
FA-01819961,Zgk20cXKmwlO4KFwZvnF,FA-01819961,52005.99,-52005.99,-52005.99,-52005.99,-52005.99,1194,2024-01-22,ARS,Pagada,Factura de proveedor
FA-sinNroZh4NEAZq6nbsPBqBi,Zh4NEAZq6nbsPBqBi,FA-sinNroZh4NEAZq6nbsPBqBi,118764.36,-118764.36,-118764.36,-118764.36,-118764.36,1079,2022-01-12,ARS,Pagada,Factura de proveedor
FA-0022020,ZhNLwaskwo5CfV5dbnTF,FA-0022020,291447.86,-291447.86,-291447.86,-291447.86,-291447.86,757,2023-03-15,ARS,Pagada,Factura de proveedor
FA-0093775,Zi46SPDkanX3GAz1npsW,FA-0093775,17700.0,-17700.0,-17700.0,-17700.0,-17700.0,701,2022-12-23,ARS,Pagada,Factura de proveedor
FA-0093934,Zjc2HozBixy3xH1HNYlx,FA-0093934,11550.0,-11550.0,-11550.0,-11550.0,-11550.0,701,2023-02-02,ARS,Pagada,Factura de proveedor
FA-sinNroZk6X6m3ov95GoyCNZ,Zk6X6m3ov95GoyCNZ,FA-sinNroZk6X6m3ov95GoyCNZ,62100.0,-62100.0,-62100.0,-62100.0,-62100.0,1154,2021-11-05,ARS,Pagada,Factura de proveedor
FA-sinNroZkBBeRwaM4HSvfJc5,ZkBBeRwaM4HSvfJc5,FA-sinNroZkBBeRwaM4HSvfJc5,16070.37,-16070.37,-16070.37,-16070.37,-16070.37,1194,2019-05-31,ARS,Pagada,Factura de proveedor
FA-01222883,ZmIDdhIqQfKTPTEdXcZo,FA-01222883,994660.0,-994660.0,-994660.0,-994660.0,-994660.0,717,2024-05-06,ARS,Pagada,Factura de proveedor
FA-sinNroZmLQzid8jEJYenfCh,ZmLQzid8jEJYenfCh,FA-sinNroZmLQzid8jEJYenfCh,500.0,-500.0,-500.0,-500.0,-500.0,1194,2019-08-06,ARS,Pagada,Factura de proveedor
FA-sinNroZmRQVQvChVyu5xOjUCfM,ZmRQVQvChVyu5xOjUCfM,FA-sinNroZmRQVQvChVyu5xOjUCfM,81020.0,-81020.0,-81020.0,-81020.0,-81020.0,811,2022-02-16,ARS,Pagada,Factura de proveedor
FA-sinNroZnJ5gQXmp63efm73w,ZnJ5gQXmp63efm73w,FA-sinNroZnJ5gQXmp63efm73w,18594.24,-18594.24,-18594.24,-18594.24,-18594.24,1194,2020-08-10,ARS,Pagada,Factura de proveedor
FA-sinNroZnuqDRT79zZyGknyM,ZnuqDRT79zZyGknyM,FA-sinNroZnuqDRT79zZyGknyM,2300.0,-2300.0,-2300.0,-2300.0,-2300.0,1194,2021-10-13,ARS,Pagada,Factura de proveedor
FA-0145299,ZqNevjjXEf8lxCypxxJO,FA-0145299,418188.91,-418188.91,-418188.91,-418188.91,-418188.91,1120,2024-06-25,ARS,Pagada,Factura de proveedor
FA-002852,ZqXheJ6UyxqNSsJ7t6iX,FA-002852,118580.0,-118580.0,-118580.0,-118580.0,-118580.0,967,2024-03-04,ARS,Pagada,Factura de proveedor
FA-sinNroZrXWfAfCdeWxopTHK,ZrXWfAfCdeWxopTHK,FA-sinNroZrXWfAfCdeWxopTHK,3663.64,-3663.64,-3663.64,-3663.64,-3663.64,664,2020-10-14,ARS,Pagada,Factura de proveedor
FA-0052093,Zuoa6qT2P3g6XxAb38ym,FA-0052093,135449.0,-135449.0,-135449.0,-135449.0,-135449.0,983,2024-07-05,ARS,Pagada,Factura de proveedor
FA-011076,Zv7koglsP59OJeV28jfB,FA-011076,3830.11,-3830.11,-3830.11,-3830.11,-3830.11,642,2022-05-05,ARS,Pagada,Factura de proveedor
FA-sinNroZvXmAcsAzuRRGyKgZ,ZvXmAcsAzuRRGyKgZ,FA-sinNroZvXmAcsAzuRRGyKgZ,7990.0,-7990.0,-7990.0,-7990.0,-7990.0,1194,2019-08-13,ARS,Pagada,Factura de proveedor
FA-0052044,Zw8huSIi5izi7rN1ysjS,FA-0052044,184898.0,-184898.0,-184898.0,-184898.0,-184898.0,983,2024-06-15,ARS,Pagada,Factura de proveedor
FA-sinNroZwAmesZ58z3LM2R84,ZwAmesZ58z3LM2R84,FA-sinNroZwAmesZ58z3LM2R84,686070.0,-686070.0,-686070.0,-686070.0,-686070.0,940,2021-07-27,ARS,Pagada,Factura de proveedor
FA-sinNroZxr5oJDwZ7HsQD6qmETM,Zxr5oJDwZ7HsQD6qmETM,FA-sinNroZxr5oJDwZ7HsQD6qmETM,1107.24,-1107.24,-1107.24,-1107.24,-1107.24,927,2022-03-25,ARS,Pagada,Factura de proveedor
FA-c 003211,ZyekUk7NMckTzMtFPoiE,FA-c 003211,5000.0,-5000.0,-5000.0,-5000.0,-5000.0,1026,2022-04-03,ARS,Pagada,Factura de proveedor
FA-sinNroZzaRXZDpj7hB24KPJ,ZzaRXZDpj7hB24KPJ,FA-sinNroZzaRXZDpj7hB24KPJ,4098.23,-4098.23,-4098.23,-4098.23,-4098.23,1194,2019-05-31,ARS,Pagada,Factura de proveedor
FA-0001100006166,a2SMoEWm2L4Fo1cZzgBH,FA-0001100006166,64909.43,-64909.43,-64909.43,-64909.43,-64909.43,712,2023-06-16,ARS,Pagada,Factura de proveedor
FA-sinNroa3LRc6e1yZxKXptXDPKX,a3LRc6e1yZxKXptXDPKX,FA-sinNroa3LRc6e1yZxKXptXDPKX,7560.63,-7560.63,-7560.63,-7560.63,-7560.63,936,2022-12-26,ARS,Pagada,Factura de proveedor
FA-021386,a3kdpxS0XHZc5NoUc9vM,FA-021386,413560.34,-413560.34,-413560.34,-413560.34,-413560.34,754,2024-01-30,ARS,Pagada,Factura de proveedor
FA-01711423,a3ptjwYgRi7Hio6xS41O,FA-01711423,2100.0,-2100.0,-2100.0,-2100.0,-2100.0,861,2022-11-09,ARS,Pagada,Factura de proveedor
FA-sinNroa44ka9FkEeqvbXcDe,a44ka9FkEeqvbXcDe,FA-sinNroa44ka9FkEeqvbXcDe,14798.59,-14798.59,-14798.59,-14798.59,-14798.59,1194,2018-12-11,ARS,Pagada,Factura de proveedor
FA-0213290,a4cYSPwlACtD4jgIfLix,FA-0213290,16710.39,-16710.39,-16710.39,-16710.39,-16710.39,717,2022-11-05,ARS,Pagada,Factura de proveedor
FA-0198986,a5XZf0GBYhOOk7wYtmeJ,FA-0198986,11349.99,-11349.99,-11349.99,-11349.99,-11349.99,717,2022-08-20,ARS,Pagada,Factura de proveedor
FA-0027276,a86gPZhNop7N6RAZ4ZGr,FA-0027276,12450.0,-12450.0,-12450.0,-12450.0,-12450.0,657,2023-07-25,ARS,Pagada,Factura de proveedor
FA-sinNroa8RGizB5ZqSLuFPbK,a8RGizB5ZqSLuFPbK,FA-sinNroa8RGizB5ZqSLuFPbK,3070.17,-3070.17,-3070.17,-3070.17,-3070.17,665,2020-09-30,ARS,Pagada,Factura de proveedor
FA-sinNroa9zZbhkyvqRczWT86,a9zZbhkyvqRczWT86,FA-sinNroa9zZbhkyvqRczWT86,164424.0,-164424.0,-164424.0,-164424.0,-164424.0,1160,2021-10-14,ARS,Pagada,Factura de proveedor
FA-0041557,aAlb9gwQvoVmxLV0EC3k,FA-0041557,60000.0,-60000.0,-60000.0,-60000.0,-60000.0,1014,2022-05-20,ARS,Pagada,Factura de proveedor
FA-sinNroaBg5x48YwoKuKN9mW,aBg5x48YwoKuKN9mW,FA-sinNroaBg5x48YwoKuKN9mW,102850.0,-102850.0,-102850.0,-102850.0,-102850.0,1194,2019-09-04,ARS,Pagada,Factura de proveedor
